"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 08 09:01:47 UTC 2025","Mon Dec 08 09:01:47 UTC 2025","325","","GraphQL Log Query Integration Test","","com.openframe.tests.integration.GraphQLLogQueryTest","logsQueryableThroughPipeline","Logs are queryable through pipeline","Verify logs are queryable through GraphQL from Cassandra and Pinot"
"passed","Mon Dec 08 09:01:47 UTC 2025","Mon Dec 08 09:01:47 UTC 2025","56","","GraphQL Log Query Integration Test","","com.openframe.tests.integration.GraphQLLogQueryTest","logSearchWorksCorrectly","Log search works correctly","Verify log search functionality works"
"passed","Mon Dec 08 09:01:49 UTC 2025","Mon Dec 08 09:01:49 UTC 2025","115","","GraphQL Device Query Integration Tests","","com.openframe.tests.integration.GraphQLDeviceQueryTest","deviceFiltersWorkCorrectly","Device filters work correctly","Verify device filters work correctly"
"skipped","Mon Dec 08 09:01:40 UTC 2025","Mon Dec 08 09:01:40 UTC 2025","1","","GraphQL Device Query Integration Tests","","com.openframe.tests.integration.GraphQLDeviceQueryTest","deviceRegistrationStoresAndIndexesCorrectly","Device registration stores and indexes correctly","Verify device registration stores in MongoDB and indexes in Pinot"
"failed","Mon Dec 08 09:01:54 UTC 2025","Mon Dec 08 09:01:57 UTC 2025","3467","","User Registration API Tests","","com.openframe.tests.restapi.UserRegistrationApiTest","shouldRegisterUserWithValidData","Should successfully register user with valid data",""
"failed","Mon Dec 08 09:01:49 UTC 2025","Mon Dec 08 09:01:53 UTC 2025","3333","","Agent Registration Flow E2E Test","","com.openframe.tests.integration.AgentRegistrationTest","registeredAgentCanObtainOAuthToken","Registered agent can obtain OAuth token","Registered agent can obtain OAuth token"
"passed","Mon Dec 08 09:01:49 UTC 2025","Mon Dec 08 09:01:49 UTC 2025","58","","GraphQL Device Query Integration Tests","","com.openframe.tests.integration.GraphQLDeviceQueryTest","graphQLQueryValidatesRequiredFields","GraphQL query validates required fields","GraphQL query validates required fields"
"failed","Mon Dec 08 09:01:49 UTC 2025","Mon Dec 08 09:01:53 UTC 2025","3257","","Agent Registration Flow E2E Test","","com.openframe.tests.integration.AgentRegistrationTest","multipleAgentsCanRegisterConcurrently","Multiple agents can register concurrently","Multiple agents can register concurrently"
"failed","Mon Dec 08 09:01:53 UTC 2025","Mon Dec 08 09:01:54 UTC 2025","1080","","Check login Flow ","","com.openframe.tests.restapi.CheckLoginTest","shouldLoginWithMinimalSteps","Should complete login flow",""
"failed","Mon Dec 08 09:01:58 UTC 2025","Mon Dec 08 09:02:03 UTC 2025","5320","","Device Pipeline E2E","","com.openframe.tests.e2e.DevicePipelineTest","deviceRegistrationFlowsThroughPipeline","deviceRegistrationFlowsThroughPipeline()","Verify device registration flows through complete pipeline to MongoDB and Pinot"
"passed","Mon Dec 08 09:01:45 UTC 2025","Mon Dec 08 09:01:45 UTC 2025","227","","GraphQL Device Query Integration Tests","","com.openframe.tests.integration.GraphQLDeviceQueryTest","devicesQueryableThroughPipeline","Devices queryable through GraphQL pipeline","Verify devices are queryable through GraphQL from MongoDB"
"passed","Mon Dec 08 09:01:51 UTC 2025","Mon Dec 08 09:01:54 UTC 2025","2429","","User Registration API Tests","","com.openframe.tests.restapi.UserRegistrationApiTest","shouldFailRegistrationWithDuplicateEmail","Should fail registration with duplicate email",""
"failed","Mon Dec 08 09:01:47 UTC 2025","Mon Dec 08 09:01:51 UTC 2025","3346","","GraphQL Log Query Integration Test","","com.openframe.tests.integration.GraphQLLogQueryTest","logPaginationWorksCorrectly","Log pagination works correctly","Verify log pagination works correctly"
"passed","Mon Dec 08 09:01:49 UTC 2025","Mon Dec 08 09:01:49 UTC 2025","53","","Agent Registration Flow E2E Test","","com.openframe.tests.integration.AgentRegistrationTest","agentRegistrationFailsWithInvalidKey","Agent registration fails with invalid management key","Agent registration fails with invalid management key"
"failed","Mon Dec 08 09:01:45 UTC 2025","Mon Dec 08 09:01:49 UTC 2025","3482","","GraphQL Device Query Integration Tests","","com.openframe.tests.integration.GraphQLDeviceQueryTest","deviceQueryStabilityAfterRegistration","Device query stability after registration","Verify device remains queryable after registration"
"passed","Mon Dec 08 09:01:45 UTC 2025","Mon Dec 08 09:01:45 UTC 2025","50","","GraphQL Device Query Integration Tests","","com.openframe.tests.integration.GraphQLDeviceQueryTest","devicePaginationWorksCorrectly","Device pagination works correctly","Verify device pagination works correctly"
"passed","Mon Dec 08 09:01:40 UTC 2025","Mon Dec 08 09:01:47 UTC 2025","7077","","GraphQL Log Query Integration Test","","com.openframe.tests.integration.GraphQLLogQueryTest","logFiltersAggregateCorrectly","Log filters aggregate correctly","Verify log filters aggregate correctly from Pinot"
"passed","Mon Dec 08 09:01:57 UTC 2025","Mon Dec 08 09:01:57 UTC 2025","75","","User Registration API Tests","","com.openframe.tests.restapi.UserRegistrationApiTest","shouldFailRegistrationWhenOrganizationRegistrationIsClosed","Should fail registration when organization registration is closed",""
"failed","Mon Dec 08 09:01:54 UTC 2025","Mon Dec 08 09:01:58 UTC 2025","3705","","Device Pipeline E2E","","com.openframe.tests.e2e.DevicePipelineTest","deviceFiltersAggregateCorrectly","deviceFiltersAggregateCorrectly()","Verify device filters aggregate correctly in Pinot"
"passed","Mon Dec 08 09:01:40 UTC 2025","Mon Dec 08 09:01:45 UTC 2025","5105","","GraphQL Device Query Integration Tests","","com.openframe.tests.integration.GraphQLDeviceQueryTest","deviceSearchWorksCorrectly","Device search works correctly","Verify device search functionality works"
"passed","Mon Dec 08 09:01:49 UTC 2025","Mon Dec 08 09:01:49 UTC 2025","81","","GraphQL Device Query Integration Tests","","com.openframe.tests.integration.GraphQLDeviceQueryTest","deviceStatusQueriesWorkCorrectly","Device status queries work correctly","Verify device status updates are reflected"
"skipped","Mon Dec 08 09:01:57 UTC 2025","Mon Dec 08 09:01:57 UTC 2025","0","","Log Event Pipeline E2E","","com.openframe.tests.e2e.LogEventPipelineTest","logEventFlowsThroughPipeline","logEventFlowsThroughPipeline(ToolTestData)","Verify log events flow through the complete pipeline to GraphQL"
