"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 14 14:13:59 UTC 2026","Thu May 14 14:14:00 UTC 2026","934","","Test Access tokens","","com.openframe.test.tests.AuthTokensTest","testLogout","Verify logout",""
"passed","Thu May 14 14:13:55 UTC 2026","Thu May 14 14:13:55 UTC 2026","101","","Users","","com.openframe.test.tests.UserTest","testListUsers","List users",""
"passed","Thu May 14 14:13:55 UTC 2026","Thu May 14 14:13:55 UTC 2026","196","","Users","","com.openframe.test.tests.UserTest","testGetUsers","Get user",""
"passed","Thu May 14 14:14:01 UTC 2026","Thu May 14 14:14:01 UTC 2026","92","","Owner User registration - negative","","com.openframe.test.tests.OwnerRegistrationNegativeTest","testRegistrationClosed","Check that user cannot register when Registration is Closed",""
"passed","Thu May 14 14:14:01 UTC 2026","Thu May 14 14:14:01 UTC 2026","90","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testAcceptRevokedInvitation","Check that Revoked Invitation cannot be accepted",""
"passed","Thu May 14 14:14:01 UTC 2026","Thu May 14 14:14:01 UTC 2026","74","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testAcceptAcceptedInvitation","Check that already Accepted Invitation cannot be accepted",""
"passed","Thu May 14 14:13:56 UTC 2026","Thu May 14 14:13:58 UTC 2026","1192","","Test Access tokens","","com.openframe.test.tests.AuthTokensTest","testRefreshTokensWithoutTenantId","Verify refresh of access tokens without tenantId",""
"passed","Thu May 14 14:13:58 UTC 2026","Thu May 14 14:13:59 UTC 2026","1065","","Test Access tokens","","com.openframe.test.tests.AuthTokensTest","testLogoutWithoutTenantId","Verify logout without tenantId",""
"passed","Thu May 14 14:14:01 UTC 2026","Thu May 14 14:14:01 UTC 2026","52","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testInviteDeletedUser","Check that Deleted User can be invited",""
"passed","Thu May 14 14:13:54 UTC 2026","Thu May 14 14:13:54 UTC 2026","267","","Organizations","","com.openframe.test.tests.OrganizationsTest","testUpdateOrganization","Update Organization",""
"passed","Thu May 14 14:13:54 UTC 2026","Thu May 14 14:13:54 UTC 2026","410","","Organizations","","com.openframe.test.tests.OrganizationsTest","testArchiveOrganization","Archive Organization",""
"passed","Thu May 14 14:14:00 UTC 2026","Thu May 14 14:14:01 UTC 2026","345","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testAcceptInvitation","Accept Invitation",""
"passed","Thu May 14 14:14:01 UTC 2026","Thu May 14 14:14:01 UTC 2026","75","","Reset Password","","com.openframe.test.tests.ResetPasswordTest","testResetPasswordWithInvalidToken","Verify that user cannot reset password with invalid token",""
"passed","Thu May 14 14:13:50 UTC 2026","Thu May 14 14:13:52 UTC 2026","1694","","Owner registration","","com.openframe.test.tests.OwnerRegistrationTest","testDefaultOrganizationCreated","Check that default organization is created",""
"passed","Thu May 14 14:13:53 UTC 2026","Thu May 14 14:13:53 UTC 2026","255","","Organizations","","com.openframe.test.tests.OrganizationsTest","testListOrganizations","List Organizations",""
"passed","Thu May 14 14:13:55 UTC 2026","Thu May 14 14:13:56 UTC 2026","1269","","Test Access tokens","","com.openframe.test.tests.AuthTokensTest","testRefreshTokens","Verify refresh of access tokens",""
"passed","Thu May 14 14:14:00 UTC 2026","Thu May 14 14:14:00 UTC 2026","523","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testInviteUser","Invite New user",""
"passed","Thu May 14 14:13:53 UTC 2026","Thu May 14 14:13:54 UTC 2026","283","","Organizations","","com.openframe.test.tests.OrganizationsTest","testRetrieveOrganization","Get Organization",""
"passed","Thu May 14 14:14:01 UTC 2026","Thu May 14 14:14:01 UTC 2026","152","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testDeleteUser","Delete Admin User",""
"passed","Thu May 14 14:13:54 UTC 2026","Thu May 14 14:13:55 UTC 2026","665","","Users","","com.openframe.test.tests.UserTest","testDeleteOwner","Check that Owner User cannot be deleted",""
"passed","Thu May 14 14:14:01 UTC 2026","Thu May 14 14:14:01 UTC 2026","120","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testRevokeInvitation","Revoke Invitation",""
"passed","Thu May 14 14:14:01 UTC 2026","Thu May 14 14:14:01 UTC 2026","60","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testInviteActiveUser","Check that Existing User cannot be invited",""
"passed","Thu May 14 14:13:43 UTC 2026","Thu May 14 14:13:50 UTC 2026","7301","","Owner registration","","com.openframe.test.tests.OwnerRegistrationTest","testLoginNewUser","Login Owner user",""
"passed","Thu May 14 14:13:38 UTC 2026","Thu May 14 14:13:43 UTC 2026","5466","","Owner registration","","com.openframe.test.tests.OwnerRegistrationTest","testRegisterNewUser","Register Owner user",""
"passed","Thu May 14 14:14:01 UTC 2026","Thu May 14 14:14:01 UTC 2026","131","","Owner User registration - negative","","com.openframe.test.tests.OwnerRegistrationNegativeTest","testRegisterExistingUser","Check that user cannot register with Already Registered email",""
"passed","Thu May 14 14:13:52 UTC 2026","Thu May 14 14:13:53 UTC 2026","670","","Organizations","","com.openframe.test.tests.OrganizationsTest","testCreateOrganization","Create Organization",""
"passed","Thu May 14 14:14:01 UTC 2026","Thu May 14 14:14:03 UTC 2026","1522","","Reset Password","","com.openframe.test.tests.ResetPasswordTest","testResetPassword","Verify that user can reset password",""
