"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 21 11:49:41 UTC 2026","Tue Jul 21 11:49:42 UTC 2026","992","","Test Access tokens","","com.openframe.test.tests.AuthTokensTest","testRefreshTokens","Verify refresh of access tokens",""
"passed","Tue Jul 21 11:49:46 UTC 2026","Tue Jul 21 11:49:46 UTC 2026","363","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testAcceptInvitation","Accept Invitation",""
"broken","Tue Jul 21 11:49:49 UTC 2026","Tue Jul 21 11:49:50 UTC 2026","980","","Reset Password","","com.openframe.test.tests.ResetPasswordTest","testResetPassword","Verify that user can reset password",""
"passed","Tue Jul 21 11:49:26 UTC 2026","Tue Jul 21 11:49:30 UTC 2026","4290","","Owner registration","","com.openframe.test.tests.OwnerRegistrationTest","testRegisterNewUser","Register Owner user",""
"passed","Tue Jul 21 11:49:30 UTC 2026","Tue Jul 21 11:49:36 UTC 2026","6119","","Owner registration","","com.openframe.test.tests.OwnerRegistrationTest","testLoginNewUser","Login Owner user",""
"passed","Tue Jul 21 11:49:42 UTC 2026","Tue Jul 21 11:49:43 UTC 2026","1209","","Test Access tokens","","com.openframe.test.tests.AuthTokensTest","testRefreshTokensWithoutTenantId","Verify refresh of access tokens without tenantId",""
"passed","Tue Jul 21 11:49:46 UTC 2026","Tue Jul 21 11:49:47 UTC 2026","97","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testInviteActiveUser","Check that Existing User cannot be invited",""
"passed","Tue Jul 21 11:49:38 UTC 2026","Tue Jul 21 11:49:39 UTC 2026","677","","Organizations","","com.openframe.test.tests.OrganizationsTest","testCreateOrganization","Create Organization",""
"passed","Tue Jul 21 11:49:46 UTC 2026","Tue Jul 21 11:49:46 UTC 2026","104","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testRevokeInvitation","Revoke Invitation",""
"passed","Tue Jul 21 11:49:46 UTC 2026","Tue Jul 21 11:49:46 UTC 2026","63","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testAcceptRevokedInvitation","Check that Revoked Invitation cannot be accepted",""
"passed","Tue Jul 21 11:49:47 UTC 2026","Tue Jul 21 11:49:47 UTC 2026","285","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testDeleteUser","Delete Admin User",""
"passed","Tue Jul 21 11:49:39 UTC 2026","Tue Jul 21 11:49:39 UTC 2026","227","","Organizations","","com.openframe.test.tests.OrganizationsTest","testListOrganizations","List Organizations",""
"passed","Tue Jul 21 11:49:44 UTC 2026","Tue Jul 21 11:49:45 UTC 2026","1013","","Test Access tokens","","com.openframe.test.tests.AuthTokensTest","testLogout","Verify logout",""
"passed","Tue Jul 21 11:49:39 UTC 2026","Tue Jul 21 11:49:39 UTC 2026","180","","Organizations","","com.openframe.test.tests.OrganizationsTest","testRetrieveOrganization","Get Organization",""
"passed","Tue Jul 21 11:49:40 UTC 2026","Tue Jul 21 11:49:41 UTC 2026","612","","Users","","com.openframe.test.tests.UserTest","testDeleteOwner","Check that Owner User cannot be deleted",""
"passed","Tue Jul 21 11:49:41 UTC 2026","Tue Jul 21 11:49:41 UTC 2026","103","","Users","","com.openframe.test.tests.UserTest","testListUsers","List users",""
"passed","Tue Jul 21 11:49:39 UTC 2026","Tue Jul 21 11:49:40 UTC 2026","287","","Organizations","","com.openframe.test.tests.OrganizationsTest","testUpdateOrganization","Update Organization",""
"passed","Tue Jul 21 11:49:47 UTC 2026","Tue Jul 21 11:49:47 UTC 2026","71","","Owner User registration - negative","","com.openframe.test.tests.OwnerRegistrationNegativeTest","testRegistrationClosed","Check that user cannot register when Registration is Closed",""
"passed","Tue Jul 21 11:49:41 UTC 2026","Tue Jul 21 11:49:41 UTC 2026","112","","Users","","com.openframe.test.tests.UserTest","testGetUsers","Get user",""
"passed","Tue Jul 21 11:49:40 UTC 2026","Tue Jul 21 11:49:40 UTC 2026","414","","Organizations","","com.openframe.test.tests.OrganizationsTest","testArchiveOrganization","Archive Organization",""
"passed","Tue Jul 21 11:49:46 UTC 2026","Tue Jul 21 11:49:46 UTC 2026","84","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testAcceptAcceptedInvitation","Check that already Accepted Invitation cannot be accepted",""
"passed","Tue Jul 21 11:49:47 UTC 2026","Tue Jul 21 11:49:47 UTC 2026","80","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testInviteDeletedUser","Check that Deleted User can be invited",""
"passed","Tue Jul 21 11:49:47 UTC 2026","Tue Jul 21 11:49:47 UTC 2026","84","","Owner User registration - negative","","com.openframe.test.tests.OwnerRegistrationNegativeTest","testRegisterExistingUser","Check that user cannot register with Already Registered email",""
"passed","Tue Jul 21 11:49:47 UTC 2026","Tue Jul 21 11:49:49 UTC 2026","2134","","Reset Password","","com.openframe.test.tests.ResetPasswordTest","testResetPasswordWithInvalidToken","Verify that user cannot reset password with invalid token",""
"passed","Tue Jul 21 11:49:45 UTC 2026","Tue Jul 21 11:49:46 UTC 2026","617","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testInviteUser","Invite New user",""
"passed","Tue Jul 21 11:49:36 UTC 2026","Tue Jul 21 11:49:38 UTC 2026","1756","","Owner registration","","com.openframe.test.tests.OwnerRegistrationTest","testDefaultOrganizationCreated","Check that default organization is created",""
"passed","Tue Jul 21 11:49:43 UTC 2026","Tue Jul 21 11:49:44 UTC 2026","1074","","Test Access tokens","","com.openframe.test.tests.AuthTokensTest","testLogoutWithoutTenantId","Verify logout without tenantId",""
