"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 11 13:47:11 UTC 2026","Mon May 11 13:47:11 UTC 2026","81","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testAcceptAcceptedInvitation","Check that already Accepted Invitation cannot be accepted",""
"passed","Mon May 11 13:47:05 UTC 2026","Mon May 11 13:47:05 UTC 2026","552","","Users","","com.openframe.test.tests.UserTest","testDeleteOwner","Check that Owner User cannot be deleted",""
"passed","Mon May 11 13:47:10 UTC 2026","Mon May 11 13:47:10 UTC 2026","450","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testInviteUser","Invite New user",""
"passed","Mon May 11 13:47:08 UTC 2026","Mon May 11 13:47:09 UTC 2026","1080","","Test Access tokens","","com.openframe.test.tests.AuthTokensTest","testLogoutWithoutTenantId","Verify logout without tenantId",""
"passed","Mon May 11 13:47:10 UTC 2026","Mon May 11 13:47:11 UTC 2026","355","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testAcceptInvitation","Accept Invitation",""
"passed","Mon May 11 13:47:07 UTC 2026","Mon May 11 13:47:08 UTC 2026","1301","","Test Access tokens","","com.openframe.test.tests.AuthTokensTest","testRefreshTokensWithoutTenantId","Verify refresh of access tokens without tenantId",""
"passed","Mon May 11 13:47:01 UTC 2026","Mon May 11 13:47:03 UTC 2026","1582","","Owner registration","","com.openframe.test.tests.OwnerRegistrationTest","testDefaultOrganizationCreated","Check that default organization is created",""
"passed","Mon May 11 13:47:12 UTC 2026","Mon May 11 13:47:12 UTC 2026","119","","Reset Password","","com.openframe.test.tests.ResetPasswordTest","testResetPasswordWithInvalidToken","Verify that user cannot reset password with invalid token",""
"passed","Mon May 11 13:47:03 UTC 2026","Mon May 11 13:47:04 UTC 2026","229","","Organizations","","com.openframe.test.tests.OrganizationsTest","testListOrganizations","List Organizations",""
"passed","Mon May 11 13:46:56 UTC 2026","Mon May 11 13:47:01 UTC 2026","5358","","Owner registration","","com.openframe.test.tests.OwnerRegistrationTest","testLoginNewUser","Login Owner user",""
"passed","Mon May 11 13:47:05 UTC 2026","Mon May 11 13:47:05 UTC 2026","156","","Users","","com.openframe.test.tests.UserTest","testListUsers","List users",""
"passed","Mon May 11 13:47:12 UTC 2026","Mon May 11 13:47:13 UTC 2026","1041","","Reset Password","","com.openframe.test.tests.ResetPasswordTest","testResetPassword","Verify that user can reset password",""
"passed","Mon May 11 13:47:11 UTC 2026","Mon May 11 13:47:11 UTC 2026","49","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testInviteDeletedUser","Check that Deleted User can be invited",""
"passed","Mon May 11 13:47:09 UTC 2026","Mon May 11 13:47:10 UTC 2026","903","","Test Access tokens","","com.openframe.test.tests.AuthTokensTest","testLogout","Verify logout",""
"passed","Mon May 11 13:47:11 UTC 2026","Mon May 11 13:47:11 UTC 2026","68","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testInviteActiveUser","Check that Existing User cannot be invited",""
"passed","Mon May 11 13:46:52 UTC 2026","Mon May 11 13:46:56 UTC 2026","3754","","Owner registration","","com.openframe.test.tests.OwnerRegistrationTest","testRegisterNewUser","Register Owner user",""
"passed","Mon May 11 13:47:11 UTC 2026","Mon May 11 13:47:12 UTC 2026","50","","Owner User registration - negative","","com.openframe.test.tests.OwnerRegistrationNegativeTest","testRegistrationClosed","Check that user cannot register when Registration is Closed",""
"passed","Mon May 11 13:47:11 UTC 2026","Mon May 11 13:47:11 UTC 2026","56","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testAcceptRevokedInvitation","Check that Revoked Invitation cannot be accepted",""
"passed","Mon May 11 13:47:05 UTC 2026","Mon May 11 13:47:05 UTC 2026","201","","Users","","com.openframe.test.tests.UserTest","testGetUsers","Get user",""
"passed","Mon May 11 13:47:05 UTC 2026","Mon May 11 13:47:07 UTC 2026","1272","","Test Access tokens","","com.openframe.test.tests.AuthTokensTest","testRefreshTokens","Verify refresh of access tokens",""
"passed","Mon May 11 13:47:04 UTC 2026","Mon May 11 13:47:04 UTC 2026","277","","Organizations","","com.openframe.test.tests.OrganizationsTest","testUpdateOrganization","Update Organization",""
"passed","Mon May 11 13:47:04 UTC 2026","Mon May 11 13:47:05 UTC 2026","431","","Organizations","","com.openframe.test.tests.OrganizationsTest","testArchiveOrganization","Archive Organization",""
"passed","Mon May 11 13:47:04 UTC 2026","Mon May 11 13:47:04 UTC 2026","181","","Organizations","","com.openframe.test.tests.OrganizationsTest","testRetrieveOrganization","Get Organization",""
"passed","Mon May 11 13:47:03 UTC 2026","Mon May 11 13:47:03 UTC 2026","786","","Organizations","","com.openframe.test.tests.OrganizationsTest","testCreateOrganization","Create Organization",""
"passed","Mon May 11 13:47:11 UTC 2026","Mon May 11 13:47:11 UTC 2026","125","","Owner User registration - negative","","com.openframe.test.tests.OwnerRegistrationNegativeTest","testRegisterExistingUser","Check that user cannot register with Already Registered email",""
"passed","Mon May 11 13:47:11 UTC 2026","Mon May 11 13:47:11 UTC 2026","135","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testRevokeInvitation","Revoke Invitation",""
"passed","Mon May 11 13:47:11 UTC 2026","Mon May 11 13:47:11 UTC 2026","115","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testDeleteUser","Delete Admin User",""
