"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 27 19:24:35 UTC 2026","Tue Jan 27 19:24:41 UTC 2026","6167","","Reset Password","","com.openframe.tests.ResetPasswordTest","testResetPassword","Verify that user can reset password",""
"passed","Tue Jan 27 19:24:44 UTC 2026","Tue Jan 27 19:24:44 UTC 2026","55","","Invitations and Users","","com.openframe.tests.UserInvitationsTest","testInviteActiveUser","Check that Existing User cannot be invited",""
"passed","Tue Jan 27 19:24:42 UTC 2026","Tue Jan 27 19:24:42 UTC 2026","197","","Organizations","","com.openframe.tests.OrganizationsTest","testDeleteOrganization","Delete Organization",""
"passed","Tue Jan 27 19:24:42 UTC 2026","Tue Jan 27 19:24:42 UTC 2026","145","","Organizations","","com.openframe.tests.OrganizationsTest","testUpdateOrganization","Update Organization",""
"passed","Tue Jan 27 19:24:40 UTC 2026","Tue Jan 27 19:24:42 UTC 2026","1673","","Organizations","","com.openframe.tests.OrganizationsTest","testRetrieveOrganization","Retrieve Organization",""
"passed","Tue Jan 27 19:24:44 UTC 2026","Tue Jan 27 19:24:44 UTC 2026","93","","Invitations and Users","","com.openframe.tests.UserInvitationsTest","testAcceptAcceptedInvitation","Check that already Accepted Invitation cannot be accepted",""
"passed","Tue Jan 27 19:24:45 UTC 2026","Tue Jan 27 19:24:46 UTC 2026","941","","Test Access tokens","","com.openframe.tests.AuthTokensTest","testLogoutWithoutTenantId","Verify logout without tenantId",""
"passed","Tue Jan 27 19:24:42 UTC 2026","Tue Jan 27 19:24:43 UTC 2026","510","","Invitations and Users","","com.openframe.tests.UserInvitationsTest","testInviteUser","Invite New user",""
"passed","Tue Jan 27 19:24:44 UTC 2026","Tue Jan 27 19:24:44 UTC 2026","117","","Invitations and Users","","com.openframe.tests.UserInvitationsTest","testRevokeInvitation","Revoke Invitation",""
"passed","Tue Jan 27 19:24:43 UTC 2026","Tue Jan 27 19:24:44 UTC 2026","693","","Invitations and Users","","com.openframe.tests.UserInvitationsTest","testAcceptInvitation","Accept Invitation",""
"passed","Tue Jan 27 19:24:42 UTC 2026","Tue Jan 27 19:24:44 UTC 2026","1777","","Test Access tokens","","com.openframe.tests.AuthTokensTest","testRefreshTokens","Verify refresh of access tokens",""
"passed","Tue Jan 27 19:24:46 UTC 2026","Tue Jan 27 19:24:47 UTC 2026","894","","Test Access tokens","","com.openframe.tests.AuthTokensTest","testLogout","Verify logout",""
"passed","Tue Jan 27 19:24:35 UTC 2026","Tue Jan 27 19:24:40 UTC 2026","4998","","Organizations","","com.openframe.tests.OrganizationsTest","testCreateOrganization","Create Organization",""
"passed","Tue Jan 27 19:24:41 UTC 2026","Tue Jan 27 19:24:42 UTC 2026","867","","Owner User registration - negative","","com.openframe.tests.OwnerRegistrationNegativeTest","testRegisterExistingUser","Check that user cannot register with Already Registered email",""
"passed","Tue Jan 27 19:24:44 UTC 2026","Tue Jan 27 19:24:45 UTC 2026","1034","","Test Access tokens","","com.openframe.tests.AuthTokensTest","testRefreshTokensWithoutTenantId","Verify refresh of access tokens without tenantId",""
"passed","Tue Jan 27 19:24:20 UTC 2026","Tue Jan 27 19:24:26 UTC 2026","6403","","Owner User registration","","com.openframe.tests.OwnerRegistrationTest","testLoginNewUser","Login registered user",""
"passed","Tue Jan 27 19:24:44 UTC 2026","Tue Jan 27 19:24:44 UTC 2026","89","","Invitations and Users","","com.openframe.tests.UserInvitationsTest","testDeleteUser","Delete Admin User",""
"passed","Tue Jan 27 19:24:44 UTC 2026","Tue Jan 27 19:24:44 UTC 2026","77","","Invitations and Users","","com.openframe.tests.UserInvitationsTest","testAcceptRevokedInvitation","Check that Revoked Invitation cannot be accepted",""
"passed","Tue Jan 27 19:24:42 UTC 2026","Tue Jan 27 19:24:42 UTC 2026","196","","Organizations","","com.openframe.tests.OrganizationsTest","testRetrieveAllOrganizations","Retrieve Active Organizations",""
"passed","Tue Jan 27 19:24:42 UTC 2026","Tue Jan 27 19:24:42 UTC 2026","77","","Owner User registration - negative","","com.openframe.tests.OwnerRegistrationNegativeTest","testRegistrationClosed","Check that user cannot register when Registration is Closed",""
"passed","Tue Jan 27 19:24:26 UTC 2026","Tue Jan 27 19:24:28 UTC 2026","1404","","Owner User registration","","com.openframe.tests.OwnerRegistrationTest","testDefaultOrganizationCreated","Check that default organization is created",""
"passed","Tue Jan 27 19:24:15 UTC 2026","Tue Jan 27 19:24:20 UTC 2026","4882","","Owner User registration","","com.openframe.tests.OwnerRegistrationTest","testRegisterNewUser","Register New Owner user",""
"passed","Tue Jan 27 19:24:44 UTC 2026","Tue Jan 27 19:24:44 UTC 2026","84","","Invitations and Users","","com.openframe.tests.UserInvitationsTest","testDeleteOwner","Check that Owner User cannot be deleted",""
"passed","Tue Jan 27 19:24:44 UTC 2026","Tue Jan 27 19:24:44 UTC 2026","210","","Invitations and Users","","com.openframe.tests.UserInvitationsTest","testInviteDeletedUser","Check that Deleted User can be invited",""
