"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 15 15:20:54 UTC 2026","Wed Jul 15 15:20:54 UTC 2026","226","","Organizations","","com.openframe.test.tests.OrganizationsTest","testListOrganizations","List Organizations",""
"passed","Wed Jul 15 15:20:55 UTC 2026","Wed Jul 15 15:20:56 UTC 2026","308","","Users","","com.openframe.test.tests.UserTest","testDeleteOwner","Check that Owner User cannot be deleted",""
"passed","Wed Jul 15 15:20:52 UTC 2026","Wed Jul 15 15:20:53 UTC 2026","1562","","Owner registration","","com.openframe.test.tests.OwnerRegistrationTest","testDefaultOrganizationCreated","Check that default organization is created",""
"passed","Wed Jul 15 15:20:59 UTC 2026","Wed Jul 15 15:21:00 UTC 2026","692","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testInviteUser","Invite New user",""
"passed","Wed Jul 15 15:20:56 UTC 2026","Wed Jul 15 15:20:56 UTC 2026","39","","Users","","com.openframe.test.tests.UserTest","testListUsers","List users",""
"passed","Wed Jul 15 15:21:01 UTC 2026","Wed Jul 15 15:21:01 UTC 2026","134","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testDeleteUser","Delete Admin User",""
"passed","Wed Jul 15 15:21:01 UTC 2026","Wed Jul 15 15:21:01 UTC 2026","98","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testRevokeInvitation","Revoke Invitation",""
"passed","Wed Jul 15 15:20:56 UTC 2026","Wed Jul 15 15:20:56 UTC 2026","95","","Users","","com.openframe.test.tests.UserTest","testGetUsers","Get user",""
"passed","Wed Jul 15 15:21:00 UTC 2026","Wed Jul 15 15:21:00 UTC 2026","87","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testAcceptAcceptedInvitation","Check that already Accepted Invitation cannot be accepted",""
"passed","Wed Jul 15 15:20:55 UTC 2026","Wed Jul 15 15:20:55 UTC 2026","276","","Organizations","","com.openframe.test.tests.OrganizationsTest","testUpdateOrganization","Update Organization",""
"passed","Wed Jul 15 15:21:01 UTC 2026","Wed Jul 15 15:21:01 UTC 2026","79","","Owner User registration - negative","","com.openframe.test.tests.OwnerRegistrationNegativeTest","testRegistrationClosed","Check that user cannot register when Registration is Closed",""
"passed","Wed Jul 15 15:21:01 UTC 2026","Wed Jul 15 15:21:03 UTC 2026","2132","","Reset Password","","com.openframe.test.tests.ResetPasswordTest","testResetPasswordWithInvalidToken","Verify that user cannot reset password with invalid token",""
"broken","Wed Jul 15 15:21:03 UTC 2026","Wed Jul 15 15:21:05 UTC 2026","1439","","Reset Password","","com.openframe.test.tests.ResetPasswordTest","testResetPassword","Verify that user can reset password",""
"passed","Wed Jul 15 15:20:41 UTC 2026","Wed Jul 15 15:20:47 UTC 2026","5842","","Owner registration","","com.openframe.test.tests.OwnerRegistrationTest","testRegisterNewUser","Register Owner user",""
"passed","Wed Jul 15 15:20:47 UTC 2026","Wed Jul 15 15:20:52 UTC 2026","4486","","Owner registration","","com.openframe.test.tests.OwnerRegistrationTest","testLoginNewUser","Login Owner user",""
"passed","Wed Jul 15 15:20:56 UTC 2026","Wed Jul 15 15:20:57 UTC 2026","930","","Test Access tokens","","com.openframe.test.tests.AuthTokensTest","testRefreshTokens","Verify refresh of access tokens",""
"passed","Wed Jul 15 15:20:57 UTC 2026","Wed Jul 15 15:20:58 UTC 2026","925","","Test Access tokens","","com.openframe.test.tests.AuthTokensTest","testRefreshTokensWithoutTenantId","Verify refresh of access tokens without tenantId",""
"passed","Wed Jul 15 15:20:54 UTC 2026","Wed Jul 15 15:20:55 UTC 2026","172","","Organizations","","com.openframe.test.tests.OrganizationsTest","testRetrieveOrganization","Get Organization",""
"passed","Wed Jul 15 15:21:00 UTC 2026","Wed Jul 15 15:21:00 UTC 2026","313","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testAcceptInvitation","Accept Invitation",""
"passed","Wed Jul 15 15:21:01 UTC 2026","Wed Jul 15 15:21:01 UTC 2026","58","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testAcceptRevokedInvitation","Check that Revoked Invitation cannot be accepted",""
"passed","Wed Jul 15 15:20:55 UTC 2026","Wed Jul 15 15:20:55 UTC 2026","421","","Organizations","","com.openframe.test.tests.OrganizationsTest","testArchiveOrganization","Archive Organization",""
"passed","Wed Jul 15 15:21:01 UTC 2026","Wed Jul 15 15:21:01 UTC 2026","96","","Owner User registration - negative","","com.openframe.test.tests.OwnerRegistrationNegativeTest","testRegisterExistingUser","Check that user cannot register with Already Registered email",""
"passed","Wed Jul 15 15:20:58 UTC 2026","Wed Jul 15 15:20:58 UTC 2026","783","","Test Access tokens","","com.openframe.test.tests.AuthTokensTest","testLogoutWithoutTenantId","Verify logout without tenantId",""
"passed","Wed Jul 15 15:20:58 UTC 2026","Wed Jul 15 15:20:59 UTC 2026","1056","","Test Access tokens","","com.openframe.test.tests.AuthTokensTest","testLogout","Verify logout",""
"passed","Wed Jul 15 15:20:53 UTC 2026","Wed Jul 15 15:20:54 UTC 2026","749","","Organizations","","com.openframe.test.tests.OrganizationsTest","testCreateOrganization","Create Organization",""
"passed","Wed Jul 15 15:21:01 UTC 2026","Wed Jul 15 15:21:01 UTC 2026","49","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testInviteActiveUser","Check that Existing User cannot be invited",""
"passed","Wed Jul 15 15:21:01 UTC 2026","Wed Jul 15 15:21:01 UTC 2026","77","","Invitations","","com.openframe.test.tests.UserInvitationsTest","testInviteDeletedUser","Check that Deleted User can be invited",""
